"Going_out","Gender","Age","Country","Grand_Bar","Black_Jacks","Bonkers_candy","Box_o_Raisins","Butterfinger","Cadbury_Creme_Eggs","Candy_Corn","Caramellos","Chick_o_Sticks","Chiclets","Coffee_Crisp","Dove_Bars","Fuzzy_Peaches","Goo_Goo_Clusters","Good_N_Plenty","Baseball_cards_gum","Gummy_Bears","Hard_Candy","Healthy_Fruit","Heath_Bar","Hershey_Dark_Chocolate","Hershey_Milk_Chocolate","Hershey_Kisses","Jolly_Rancher_bad_flavor","Jolly_Ranchers_good_flavor","JoyJoy_Mit_Iodine","Junior_Mints","Senior_Mints","Kinder_Happy_Hippo","Kit_Kat","LaffyTaffy","LemonHeads","Licorice_white","Licorice_black","Lindt_Truffle","Lollipops","Mars","Maynards","Mike_and_Ike","Milk_Duds","Milky_Way","Regular_MNMs","Peanut_MNMs","Blue_MNMs","Red_MNMs","Third_Party_MNMs","Minibags_chips","Mint_Kisses","Mr_Goodbar","Necco_Wafers","Nerds","Nestle_Crunch","Now_N_Laters","Peeps","Pixy_Stix","Reese_PeanutButter_Cups","Reese_Pieces","Reggie_Jackson_Bar","Rolos","Skittles","Smarties_American","Smarties_Commonwealth","Snickers","Sourpatch_Kids","[Starburst]","Sweet_Tarts","Swedish_Fish","Tic_Tacs","Circus_peanut","[Three Musketeers]","Tolberone","Trail_Mix","Twix","Whatchamacallit","York_Peppermint_Patties","Betty_or_Veronica","Friday_or_Sunday"
"No","Male",45,"United States","JOY","MEH","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","JOY","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","Betty","Friday"
"No","Male",45,"United States","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","Betty","Sunday"
"No","Male",45,"United States","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","Veronica","Sunday"
"No","Female",46,"United States","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","Veronica","Friday"
"No","Female",46,"United States","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","Betty","Sunday"
"Yes","Female",46,"United States","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","JOY","Betty","Sunday"
"No","Male",46,"United States","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","Betty","Sunday"
"No","Male",46,"United States","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","DESPAIR","MEH","MEH","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","MEH","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","JOY","Betty","Sunday"
"No","Male",46,"United States","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","Betty","Sunday"
"No","Male",46,"United States","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","JOY","MEH","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","MEH","MEH","DESPAIR","MEH","MEH","MEH","Veronica","Sunday"
"No","Male",46,"United States","MEH","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","MEH","MEH","JOY","MEH","DESPAIR","JOY","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","MEH","Veronica","Friday"
"No","Male",46,"United States","JOY","JOY","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH","JOY","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","Betty","Friday"
"No","Female",47,"United States","MEH","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","MEH","JOY","Betty","Friday"
"No","Female",47,"United States","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","MEH","MEH","DESPAIR","MEH","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","Veronica","Sunday"
"Yes","Male",47,"United States","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","JOY","JOY","Veronica","Friday"
"No","Male",47,"United States","JOY","MEH","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","MEH","DESPAIR","JOY","MEH","MEH","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","JOY","JOY","MEH","JOY","JOY","MEH","JOY","JOY","JOY","Veronica","Sunday"
"No","Male",47,"United States","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","MEH","MEH","MEH","DESPAIR","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","Veronica","Sunday"
"No","Male",47,"United States","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","Betty","Friday"
"No","Male",47,"United States","JOY","DESPAIR","MEH","MEH","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","JOY","MEH","JOY","JOY","JOY","JOY","JOY","JOY","MEH","MEH","MEH","JOY","JOY","MEH","MEH","JOY","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","Veronica","Friday"
"No","Male",47,"United States","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","JOY","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","MEH","Betty","Sunday"
"No","Female",48,"United States","JOY","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","MEH","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY","JOY","Betty","Sunday"
"No","Female",48,"United States","JOY","MEH","MEH","DESPAIR","JOY","MEH","JOY","JOY","MEH","MEH","JOY","JOY","MEH","MEH","JOY","DESPAIR","MEH","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","JOY","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","MEH","JOY","MEH","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","MEH","Veronica","Sunday"
"No","Male",48,"United States","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","MEH","MEH","JOY","JOY","DESPAIR","Veronica","Sunday"
"No","Male",48,"United States","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","JOY","MEH","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","MEH","JOY","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","MEH","JOY","MEH","JOY","JOY","MEH","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","MEH","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","DESPAIR","JOY","MEH","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","MEH","MEH","MEH","Betty","Friday"
"No","Male",48,"United States","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","MEH","JOY","JOY","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","MEH","MEH","JOY","JOY","JOY","MEH","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","JOY","DESPAIR","MEH","MEH","MEH","JOY","JOY","Betty","Sunday"
"No","Male",48,"United States","MEH","DESPAIR","MEH","MEH","JOY","MEH","JOY","MEH","JOY","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","MEH","MEH","MEH","JOY","MEH","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","DESPAIR","MEH","MEH","MEH","MEH","MEH","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","MEH","MEH","JOY","MEH","MEH","JOY","Betty","Sunday"
"No","Male",48,"United States","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","MEH","MEH","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","JOY","MEH","MEH","MEH","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","MEH","DESPAIR","DESPAIR","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","JOY","MEH","JOY","MEH","JOY","Veronica","Sunday"
"No","Male",48,"United States","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","MEH","MEH","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","MEH","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","MEH","MEH","JOY","JOY","MEH","DESPAIR","JOY","DESPAIR","JOY","JOY","MEH","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","Betty","Friday"
"No","Male",48,"United States","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","DESPAIR","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","MEH","JOY","MEH","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","JOY","JOY","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","JOY","Veronica","Friday"
"No","Male",48,"United States","JOY","DESPAIR","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","JOY","JOY","JOY","JOY","DESPAIR","MEH","MEH","DESPAIR","MEH","JOY","MEH","DESPAIR","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","MEH","MEH","DESPAIR","MEH","JOY","MEH","MEH","DESPAIR","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","MEH","MEH","JOY","MEH","JOY","JOY","MEH","JOY","MEH","DESPAIR","MEH","JOY","JOY","MEH","MEH","Betty","Sunday"
"No","Female",49,"United States","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","JOY","MEH","JOY","JOY","JOY","DESPAIR","JOY","MEH","JOY","DESPAIR","MEH","MEH","MEH","MEH","MEH","MEH","MEH","DESPAIR","JOY","DESPAIR","MEH","JOY","JOY","DESPAIR","DESPAIR","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","JOY","DESPAIR","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","Veronica","Friday"
"Yes","Male",49,"United States","MEH","DESPAIR","DESPAIR","DESPAIR","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","DESPAIR","DESPAIR","MEH","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","MEH","DESPAIR","MEH","DESPAIR","DESPAIR","JOY","MEH","MEH","MEH","DESPAIR","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","JOY","JOY","MEH","JOY","DESPAIR","MEH","JOY","MEH","JOY","DESPAIR","JOY","JOY","DESPAIR","JOY","JOY","JOY","Betty","Sunday"
"No","Male",49,"United States","DESPAIR","DESPAIR","MEH","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","DESPAIR","JOY","JOY","DESPAIR","MEH","DESPAIR","JOY","MEH","MEH","DESPAIR","JOY","JOY","JOY","MEH","JOY","MEH","JOY","MEH","MEH","JOY","JOY","JOY","JOY","DESPAIR","JOY","MEH","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","JOY","JOY","JOY","DESPAIR","JOY","JOY","JOY","DESPAIR","DESPAIR","JOY","JOY","DESPAIR","DESPAIR","MEH","JOY","JOY","JOY","MEH","MEH","JOY","DESPAIR","DESPAIR","DESPAIR","DESPAIR","JOY","Veronica","Friday"
